Text,all_locs,display_name,address_type,lat,lon,bounding_box
"Yours, &c., JASPER W. ROGERS, C. E. Nottingham-street, Dublin, June 12, 1846.","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"O  THE POTATO CROP . Farmers Gazette, June 27"", 1846, page 134","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"300  small ribs or veins of the leaves, which burst and at once cause a small blotch, which runs like wild-fire into large brown, or black, inky-looking spots. I observed in the dull sunless weather we have had, previous to the last fourteen days, that the gangrene bursted blotchings were mostly brown; but since we have had clear sunny fervid weather, they at once turn as black as if charred. The disease is also to be discovered readily enough in the young tubers, if not before being cooked it may afterwards; the feel of an infected tuber will readily convince any one, although the disease may not be visible to the naked eye until the skin is peels off; the first appearance is its peculiar white colour, almost as white as a curd, and quite as soft. In others more infected may be observed the commencement of little sore looking watery blotchings full of water, as soon as the skin is removed; while in others, this may be found burst, and the disease clearly to be seen with the naked eye, passing all through the tuber in various directions; when thus infected, they soon become putrid. Whatever may have - been the origin or first cause of this destructive disease, it is clear that it now proceeds from the tuber—that its first appearance is, if either in tuber, stalk, or foliage, in the shape of little watery spots, pimples, or bulgings, swelling into a dropsical contortion until it burst, at which time the disease runs through the crop like wild-fire, carrying rapid destruction before it. It is now almost a certainty that the whole of the crops which have been planted at the usual season, and that too without any previous preparation of the seed-tuber will be again destroyed, whatever certainty there may be with prepared seed and early planting. Autumn planting, &c., will now soon prove itself; at present I have myself fine pieces of potatoes that have not at this moment any appearance of disease; under certain preparations at the same time, others have it in every form. I would recommend all cultivators to encourage crops of carrots, parsnips, Jerusalem artichokes; to sow plenty of turnips—more par- ticularly Swede turnips, which is one of the very best of all roots for horses, cows, bullocks, sheep, or pigs; they can now be sown in seed-beds, and transplanted in the same way as cabbages, and should the potato-crops fail, good varieties of cabbage should also be selected, and sown in abundance, and it is not too late for sowing dwarf curled savoys—a most excellent vegetable to stand a severe winter, and of known good qualities for furnishing abundance of wholesome food both for culinary purposes and for cattle. It is very good boiled or steamed for feeding pigs, &c. The potato disease being thus early discovered there is ample time to crop the land with articles that may be turned to good account in winter. It is not too late to sow carrots ; I have grown excellent crops sown after midsummer. Carrots will continue to grow when sown late until December—","['Jerusalem', None, 'Jerusalem, Ireland']","ירושלים | القدس, נפת ירושלים, מחוז ירושלים, ישראל",city,31.7788242,35.2257626,"['31.7096214', '31.8826655', '35.0852011', '35.2650458']"
"POTATO MEAL AND FLOUR . Farmers Gazette, June 27"", 1846, page 139","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"I have not taken into consideration the interests of manufacturers by steam or water power; first, because their capital and usual capability places them beyond need for help; next, because I believe the preparation of the potato to be as legitimately the duly of the farmer as that of his dairy; and, as I before said, the process is within reach of all who have the covering of a house and the simplest appliances in it. Still, that it will become an article of manufacture on a large scale, cannot be doubted; and the observations of your correspondent ""H.,"" as to its permanent advantages in the workhouses of Ireland, on the score of economy, as well as employment, which would not interfere with paid labour, are truly desirable.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"With such facts as these before you, you will-not, I think, advocate the substitution of Indian meal for the potato — a measure as impractical for a continuance as it was wise, benevolent, and good, in the recent and I present emergency. To make it the food of that portion of the people of Ireland who now live solely on the po- tato, cannot be, from the following reasons. There are 4,000,000 of our population thus situated; and medical men estimate the daily quantity of Indian meal required to be about what will cost £9 per annum to supply a single labourer. I shall, however, in order to be considerably under, reduce the average so low as £5 per head. But even so, it becomes at once apparent that TWENTY MILLIONS OF MONEY should be remitted from this country annually, to feed, on Indian corn, that 4,000,000 of our people—while the average produce of our exports is but £8,000,000, and our whole average banking- circulation the same.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"This is sufficient to prove the impossibility; but, under any circumstances, to suppose that an agricultural country such as Ireland could relinquish the culture of a food most eminently fitted for its climate, and hope to supply itself with that which will not grow here, is, indeed, chimerical; and the sooner the people are made to understand the fact, that they must depend upon what they can produce themselves, the better; for they already too widely believe that Indian corn will, in future, be supplied for their use.—","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Yours, &c., JASPER W. ROGERS, C.E. Nottingham-street, Dublin, June 23, 1846,","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"POTATO DISEASE . Farmers Gazette, June 27'"", 1846, page 139","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"sIR—As far as present appearances go, the fatal disease, called by the country people “potato cholera” is not hereditary. Much has been said and written on this head, calculated, in my mind, to do little more than deter poor people from planting the few potatoes which last year remained for such purposes, after the disease had run its course. I have been lately through the counties of Galway, Roscommon, Westmeath, Kildare, Dublin, Meath, Louth, and resident in this county (Longford), I can, now, from actual observation, and from having conversed, unreservedly, with the most intelligent practical, as well as scientific farmers throughout these counties, give a fair report of the various crops in general, but of the potato crops in particular, which, form the subject of this hastily, and, I fear, imperfectly written letter, and all agree with me, as I have already said, as far as present appearances go, we will have no ""potato cholera.” It is true, if similar causes occur this year as they did last year, we may expect similar results, that is, in as far as the habit and con- stitution of the growing crops may render them susceptible of being affected by such influence; or, on the contrary, proof against it. But as these causes are such as no human being can foresee, it would be presumption of the grossest kind to attempt to propound remedies beyond those already known from experience to be partially successful, for an imaginary evil we mayf ancy to be approaching as in the distance. But I shall not further weary you, or your readers, by such hypothetical assumptions, knowing, as I do, that one fact with you is worth a thousand unsupported statements. There is a potato starch manufactory in this town, the output from which amounted to some tons per day during the winter and spring, all of which was put out on a about three Irish acres, and so plentifully as to be two inches deep. Seed potatoes were planted, nay, pressed down into this strongly fermenting, and half decomposed mass of filth, and covered in the visual way. They grew successfully, and are now three to four inchesover ground, after being second earthed, and a more healthy crop of potatoes I have never seen at any season. It has been, by some, recommended to renew the potato crop, by obtaining fresh tubers from seed. As if by anticipation, 1 sowed in the year 1844 some seed of the old Irish white apple. I had the seed sown in the garden of Mr. Harris, at Knockmartin, (agent to the Rev. J. G. Porter, and others,) in the spring of 1845 ; the produce was planted in January, 1846, in drills, in the open ground, neither soil nor situation favourable, and the result has proved to be a healthy crop, and of early maturity, as you will perceive by the specimen I send you by the Sligo coach. you see they are well shaped, and of a ""standing yellow colour ;"" and, with your permission, I will call them Kellyites. I have said I saw no failure during the progress of my travels, nor have I heard of any having occurred anywhere, except at the","['Galway', 'Galway, Roscommon', 'Galway, Ireland']","Cathair na Gaillimhe, County Galway, Connacht, Éire / Ireland",city,53.2744122,-9.0490601,"['53.2485189', '53.3197423', '-9.1426901', '-8.9548381']"
